time,height,ambient_temp,load_current,winding_temp
0.0,0.0,15.0,0.5099342830602247,25.401318921605814
0.0,0.05263157894736842,15.0,0.5099342830602247,25.830785975903414
0.0,0.10526315789473684,15.0,0.5099342830602247,26.257319334746292
0.0,0.15789473684210525,15.0,0.5099342830602247,26.67800534279442
0.0,0.21052631578947367,15.0,0.5099342830602247,27.089970288042835
0.0,0.2631578947368421,15.0,0.5099342830602247,27.49040003218852
0.0,0.3157894736842105,15.0,0.5099342830602247,27.876559234048553
0.0,0.3684210526315789,15.0,0.5099342830602247,28.24581003471394
0.0,0.42105263157894735,15.0,0.5099342830602247,28.595630076800756
0.0,0.47368421052631576,15.0,0.5099342830602247,28.92362973470869
0.0,0.5263157894736842,15.0,0.5099342830602247,29.22756843818695
0.0,0.5789473684210527,15.0,0.5099342830602247,29.505369977700994
0.0,0.631578947368421,15.0,0.5099342830602247,29.755136687048886
0.0,0.6842105263157894,15.0,0.5099342830602247,29.975162406345667
0.0,0.7368421052631579,15.0,0.5099342830602247,30.163944136825393
0.0,0.7894736842105263,15.0,0.5099342830602247,30.32019230784673
0.0,0.8421052631578947,15.0,0.5099342830602247,30.44283958596805
0.0,0.894736842105263,15.0,0.5099342830602247,30.53104816591707
0.0,0.9473684210526315,15.0,0.5099342830602247,30.58421549365042
0.0,1.0,15.0,0.5099342830602247,30.601978382408724
0.024024024024024024,0.0,15.000148340109876,0.5022661611120727,25.091000204040217
0.024024024024024024,0.05263157894736842,15.000148340109876,0.5022661611120727,25.507648175131035
0.024024024024024024,0.10526315789473684,15.000148340109876,0.5022661611120727,25.921450018103812
0.024024024024024024,0.15789473684210525,15.000148340109876,0.5022661611120727,26.329579046781507
0.024024024024024024,0.21052631578947367,15.000148340109876,0.5022661611120727,26.72924732606085
0.024024024024024024,0.2631578947368421,15.000148340109876,0.5022661611120727,27.11772471633607
0.024024024024024024,0.3157894736842105,15.000148340109876,0.5022661611120727,27.49235752312069
0.024024024024024024,0.3684210526315789,15.000148340109876,0.5022661611120727,27.850586624471696
0.024024024024024024,0.42105263157894735,15.000148340109876,0.5022661611120727,28.189964952387342
0.024024024024024024,0.47368421052631576,15.000148340109876,0.5022661611120727,28.50817420876286
0.024024024024024024,0.5263157894736842,15.000148340109876,0.5022661611120727,28.803040701717265
0.024024024024024024,0.5789473684210527,15.000148340109876,0.5022661611120727,29.072550194112985
0.024024024024024024,0.631578947368421,15.000148340109876,0.5022661611120727,29.314861662837934
0.024024024024024024,0.6842105263157894,15.000148340109876,0.5022661611120727,29.528319874860124
